,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50
348,347,53.0,54.0,50.0,52.0,53.0,52.0,53.0,50.0,53.0,52.0,54.0,52.0,52.0,53.0,52.0,51.0,53.0,52.0,55.0,50.0,53.0,53.0,53.0,51.0,53.0,51.0,53.0,53.0,53.0,52.0,53.0,50.0,54.0,52.0,55.0,52.0,50.0,52.0,52.0,52.0,54.0,52.0,55.0,51.0,51.0,54.0,53.0,51.0,52.0,51.0
349,348,54.0,51.0,53.0,52.0,55.0,51.0,54.0,55.0,52.0,54.0,51.0,53.0,54.0,52.0,52.0,51.0,52.0,51.0,52.0,54.0,53.0,54.0,51.0,51.0,52.0,53.0,54.0,53.0,53.0,54.0,51.0,54.0,54.0,52.0,52.0,53.0,51.0,53.0,52.0,53.0,51.0,55.0,47.0,52.0,53.0,53.0,54.0,51.0,55.0,53.0
350,349,51.0,53.0,55.0,53.0,50.0,52.0,50.0,53.0,52.0,51.0,52.0,54.0,52.0,54.0,53.0,53.0,53.0,51.0,53.0,52.0,52.0,52.0,53.0,52.0,56.0,53.0,54.0,53.0,51.0,51.0,53.0,55.0,55.0,53.0,49.0,54.0,54.0,53.0,51.0,51.0,52.0,53.0,52.0,51.0,54.0,51.0,54.0,55.0,54.0,53.0
351,350,52.0,52.0,54.0,53.0,51.0,54.0,53.0,51.0,53.0,54.0,52.0,53.0,52.0,52.0,53.0,51.0,50.0,52.0,52.0,53.0,54.0,54.0,51.0,56.0,55.0,52.0,55.0,53.0,52.0,52.0,54.0,51.0,51.0,52.0,53.0,54.0,53.0,54.0,52.0,51.0,53.0,51.0,57.0,54.0,52.0,51.0,53.0,52.0,52.0,53.0
352,351,55.0,53.0,51.0,52.0,52.0,53.0,52.0,54.0,51.0,53.0,53.0,51.0,55.0,53.0,51.0,53.0,52.0,52.0,54.0,53.0,53.0,53.0,52.0,51.0,52.0,55.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,48.0,55.0,52.0,51.0,53.0,51.0,51.0,53.0,53.0,51.0,54.0,51.0,53.0,52.0,53.0,51.0,52.0
353,352,52.0,53.0,55.0,52.0,53.0,51.0,53.0,55.0,53.0,52.0,54.0,53.0,53.0,53.0,55.0,52.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,53.0,55.0,53.0,53.0,53.0,51.0,50.0,51.0,53.0,53.0,51.0,51.0,52.0,51.0,50.0,52.0,51.0,54.0,54.0,49.0,51.0,53.0,52.0,53.0,52.0,51.0,53.0
354,353,51.0,51.0,54.0,51.0,51.0,51.0,55.0,54.0,52.0,53.0,50.0,54.0,51.0,52.0,52.0,52.0,52.0,50.0,53.0,52.0,52.0,52.0,53.0,52.0,54.0,54.0,52.0,53.0,52.0,53.0,51.0,52.0,53.0,53.0,51.0,53.0,53.0,52.0,52.0,51.0,55.0,52.0,58.0,51.0,53.0,53.0,55.0,52.0,54.0,51.0
355,354,54.0,52.0,51.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0,54.0,54.0,53.0,51.0,53.0,55.0,52.0,53.0,51.0,51.0,51.0,54.0,53.0,54.0,53.0,55.0,52.0,52.0,51.0,53.0,52.0,57.0,51.0,53.0,51.0,53.0,54.0,53.0,52.0,55.0,52.0,53.0,53.0,53.0,53.0,54.0,53.0
356,355,55.0,52.0,55.0,54.0,51.0,51.0,54.0,53.0,52.0,55.0,51.0,52.0,52.0,53.0,55.0,53.0,53.0,52.0,53.0,52.0,53.0,51.0,52.0,52.0,53.0,51.0,52.0,51.0,54.0,53.0,53.0,52.0,54.0,54.0,53.0,50.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,54.0,51.0,55.0,53.0,52.0
357,356,54.0,53.0,56.0,53.0,52.0,53.0,52.0,52.0,49.0,55.0,52.0,52.0,52.0,51.0,53.0,53.0,52.0,51.0,53.0,53.0,54.0,52.0,53.0,53.0,54.0,52.0,54.0,51.0,54.0,52.0,52.0,54.0,55.0,50.0,50.0,51.0,52.0,52.0,51.0,52.0,52.0,51.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,50.0
358,357,50.0,51.0,52.0,53.0,55.0,52.0,53.0,52.0,54.0,53.0,53.0,52.0,52.0,54.0,54.0,52.0,53.0,53.0,53.0,50.0,51.0,52.0,52.0,52.0,53.0,54.0,52.0,53.0,51.0,52.0,53.0,50.0,53.0,53.0,53.0,53.0,52.0,51.0,53.0,51.0,53.0,53.0,55.0,53.0,53.0,51.0,53.0,54.0,51.0,54.0
359,358,53.0,53.0,50.0,53.0,53.0,52.0,53.0,52.0,52.0,55.0,51.0,53.0,55.0,53.0,53.0,51.0,54.0,53.0,52.0,53.0,52.0,50.0,51.0,50.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,51.0,53.0,53.0,55.0,53.0,52.0,53.0,53.0,53.0,52.0,54.0,55.0,52.0,53.0,52.0,54.0,52.0,56.0,52.0
360,359,53.0,54.0,55.0,53.0,52.0,52.0,52.0,50.0,53.0,54.0,52.0,52.0,54.0,52.0,53.0,53.0,54.0,53.0,52.0,52.0,49.0,52.0,51.0,51.0,54.0,50.0,54.0,51.0,52.0,51.0,51.0,51.0,53.0,51.0,52.0,51.0,53.0,50.0,53.0,52.0,51.0,52.0,49.0,54.0,53.0,50.0,52.0,53.0,52.0,52.0
361,360,52.0,52.0,55.0,54.0,51.0,52.0,53.0,54.0,53.0,54.0,51.0,54.0,54.0,50.0,54.0,52.0,51.0,51.0,51.0,50.0,54.0,53.0,53.0,55.0,53.0,52.0,52.0,54.0,54.0,51.0,52.0,51.0,53.0,54.0,49.0,53.0,51.0,52.0,52.0,53.0,55.0,53.0,52.0,52.0,54.0,53.0,52.0,52.0,51.0,53.0
362,361,53.0,54.0,51.0,53.0,52.0,51.0,52.0,55.0,52.0,53.0,51.0,51.0,51.0,53.0,54.0,53.0,52.0,53.0,54.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,55.0,52.0,52.0,50.0,55.0,52.0,53.0,52.0,53.0,54.0,52.0,54.0,53.0,52.0,53.0,51.0,56.0,54.0,53.0,52.0,53.0,50.0,52.0,52.0
363,362,53.0,53.0,51.0,54.0,53.0,51.0,52.0,51.0,55.0,53.0,55.0,52.0,52.0,53.0,53.0,51.0,51.0,50.0,52.0,53.0,51.0,52.0,52.0,51.0,53.0,52.0,53.0,51.0,50.0,53.0,53.0,51.0,53.0,53.0,54.0,53.0,51.0,51.0,52.0,51.0,51.0,52.0,51.0,54.0,55.0,51.0,53.0,52.0,53.0,54.0
364,363,54.0,53.0,57.0,52.0,52.0,52.0,52.0,53.0,55.0,54.0,53.0,54.0,53.0,53.0,55.0,52.0,51.0,52.0,51.0,50.0,54.0,52.0,53.0,52.0,50.0,54.0,52.0,53.0,54.0,51.0,51.0,52.0,53.0,52.0,52.0,54.0,53.0,51.0,53.0,54.0,53.0,53.0,50.0,53.0,53.0,52.0,53.0,52.0,53.0,55.0
365,364,53.0,54.0,54.0,54.0,52.0,53.0,51.0,52.0,53.0,53.0,53.0,51.0,52.0,53.0,52.0,51.0,53.0,52.0,51.0,50.0,53.0,51.0,51.0,51.0,53.0,51.0,54.0,52.0,51.0,51.0,53.0,54.0,55.0,52.0,52.0,53.0,53.0,51.0,52.0,53.0,53.0,52.0,54.0,51.0,50.0,52.0,53.0,52.0,53.0,52.0
366,365,54.0,53.0,50.0,52.0,53.0,53.0,53.0,52.0,51.0,52.0,54.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,50.0,54.0,50.0,52.0,53.0,52.0,53.0,53.0,53.0,54.0,52.0,51.0,54.0,51.0,54.0,52.0,55.0,53.0,51.0,51.0,53.0,52.0,56.0,53.0,54.0,52.0,53.0,54.0,51.0,53.0,52.0,53.0
367,366,55.0,52.0,54.0,54.0,54.0,52.0,53.0,53.0,52.0,54.0,53.0,55.0,52.0,52.0,52.0,54.0,51.0,50.0,54.0,54.0,48.0,51.0,54.0,52.0,52.0,52.0,54.0,51.0,52.0,51.0,53.0,53.0,54.0,50.0,56.0,53.0,50.0,54.0,51.0,53.0,53.0,53.0,53.0,53.0,54.0,51.0,52.0,53.0,54.0,52.0
368,367,52.0,53.0,54.0,53.0,53.0,51.0,54.0,54.0,54.0,52.0,53.0,53.0,53.0,54.0,53.0,51.0,53.0,51.0,53.0,52.0,53.0,52.0,50.0,52.0,54.0,53.0,52.0,48.0,33.0,51.0,54.0,54.0,52.0,52.0,50.0,52.0,53.0,52.0,53.0,54.0,53.0,51.0,52.0,53.0,53.0,52.0,52.0,51.0,52.0,52.0
369,368,52.0,52.0,52.0,53.0,51.0,52.0,52.0,55.0,52.0,54.0,53.0,50.0,55.0,53.0,53.0,53.0,51.0,50.0,53.0,53.0,52.0,53.0,54.0,52.0,53.0,53.0,52.0,52.0,-27.0,51.0,52.0,52.0,53.0,53.0,51.0,53.0,53.0,52.0,50.0,52.0,53.0,53.0,54.0,51.0,52.0,53.0,53.0,53.0,54.0,52.0
370,369,53.0,52.0,50.0,55.0,54.0,54.0,51.0,55.0,53.0,53.0,53.0,52.0,54.0,56.0,53.0,54.0,52.0,50.0,54.0,51.0,51.0,51.0,53.0,51.0,55.0,52.0,53.0,54.0,-53.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,52.0,54.0,51.0,53.0,52.0,52.0,53.0,52.0,51.0,51.0,52.0,54.0,52.0,54.0
371,370,51.0,55.0,53.0,53.0,54.0,52.0,53.0,53.0,52.0,55.0,51.0,53.0,51.0,52.0,54.0,52.0,53.0,51.0,51.0,51.0,53.0,52.0,49.0,53.0,54.0,52.0,51.0,52.0,-6.0,54.0,52.0,50.0,53.0,55.0,52.0,52.0,53.0,52.0,52.0,53.0,56.0,52.0,50.0,52.0,52.0,53.0,51.0,53.0,50.0,53.0
372,371,51.0,51.0,52.0,51.0,52.0,50.0,53.0,55.0,53.0,54.0,53.0,52.0,51.0,52.0,54.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,51.0,52.0,52.0,52.0,53.0,35.0,53.0,53.0,51.0,52.0,53.0,51.0,54.0,51.0,52.0,54.0,53.0,53.0,51.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0,50.0
373,372,50.0,52.0,51.0,53.0,53.0,52.0,53.0,52.0,51.0,52.0,52.0,53.0,52.0,54.0,55.0,51.0,51.0,53.0,52.0,50.0,52.0,50.0,56.0,53.0,54.0,52.0,53.0,52.0,42.0,53.0,52.0,54.0,51.0,51.0,53.0,54.0,51.0,50.0,54.0,50.0,54.0,53.0,52.0,52.0,52.0,52.0,54.0,54.0,50.0,54.0
374,373,52.0,54.0,51.0,53.0,52.0,52.0,53.0,53.0,52.0,52.0,51.0,54.0,53.0,56.0,53.0,53.0,52.0,51.0,53.0,53.0,51.0,54.0,51.0,52.0,56.0,52.0,53.0,53.0,45.0,52.0,53.0,51.0,53.0,51.0,53.0,53.0,50.0,51.0,53.0,50.0,52.0,54.0,52.0,50.0,53.0,54.0,54.0,52.0,51.0,52.0
375,374,52.0,51.0,55.0,53.0,52.0,51.0,53.0,53.0,53.0,55.0,54.0,52.0,53.0,53.0,54.0,53.0,54.0,53.0,53.0,50.0,51.0,53.0,49.0,51.0,54.0,51.0,54.0,52.0,50.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,51.0,52.0,53.0,51.0,53.0,53.0,50.0,53.0,52.0,50.0,52.0,52.0,51.0,51.0
376,375,52.0,52.0,56.0,53.0,52.0,53.0,54.0,52.0,53.0,55.0,52.0,51.0,54.0,54.0,54.0,53.0,54.0,51.0,52.0,50.0,52.0,51.0,51.0,54.0,53.0,50.0,54.0,53.0,49.0,53.0,52.0,53.0,53.0,51.0,51.0,53.0,51.0,53.0,55.0,51.0,54.0,54.0,52.0,52.0,52.0,50.0,54.0,54.0,51.0,54.0
377,376,55.0,52.0,51.0,53.0,53.0,53.0,51.0,52.0,52.0,51.0,53.0,51.0,52.0,54.0,53.0,53.0,51.0,51.0,52.0,51.0,51.0,51.0,58.0,50.0,52.0,52.0,53.0,52.0,42.0,52.0,52.0,51.0,54.0,52.0,53.0,53.0,51.0,53.0,52.0,54.0,54.0,52.0,54.0,53.0,53.0,52.0,53.0,53.0,52.0,52.0
378,377,53.0,52.0,54.0,52.0,52.0,52.0,53.0,54.0,53.0,53.0,53.0,52.0,52.0,54.0,54.0,51.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,55.0,52.0,51.0,53.0,46.0,52.0,52.0,52.0,53.0,56.0,51.0,53.0,53.0,52.0,53.0,53.0,52.0,52.0,53.0,53.0,51.0,51.0,53.0,52.0,52.0,52.0
379,378,53.0,52.0,56.0,54.0,53.0,50.0,53.0,53.0,50.0,52.0,50.0,54.0,53.0,53.0,54.0,53.0,55.0,51.0,51.0,53.0,52.0,53.0,51.0,53.0,54.0,54.0,54.0,52.0,49.0,53.0,52.0,52.0,51.0,53.0,48.0,54.0,52.0,51.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,51.0,52.0,51.0
380,379,52.0,52.0,53.0,51.0,51.0,52.0,54.0,51.0,54.0,54.0,53.0,53.0,52.0,54.0,55.0,52.0,51.0,52.0,51.0,49.0,53.0,52.0,54.0,53.0,53.0,52.0,52.0,52.0,47.0,51.0,53.0,52.0,51.0,52.0,52.0,52.0,51.0,52.0,53.0,54.0,53.0,53.0,55.0,51.0,52.0,52.0,54.0,54.0,51.0,52.0
381,380,52.0,54.0,52.0,52.0,50.0,52.0,52.0,53.0,54.0,55.0,53.0,53.0,53.0,53.0,52.0,50.0,51.0,53.0,52.0,51.0,52.0,51.0,55.0,53.0,53.0,53.0,51.0,51.0,51.0,51.0,54.0,52.0,52.0,54.0,53.0,52.0,52.0,51.0,51.0,53.0,53.0,53.0,54.0,53.0,52.0,51.0,53.0,51.0,53.0,53.0
382,381,53.0,54.0,55.0,53.0,52.0,53.0,54.0,53.0,52.0,55.0,54.0,53.0,52.0,53.0,50.0,54.0,52.0,54.0,55.0,53.0,50.0,53.0,48.0,51.0,54.0,52.0,54.0,53.0,52.0,53.0,52.0,52.0,54.0,50.0,52.0,53.0,53.0,51.0,53.0,54.0,52.0,53.0,51.0,52.0,52.0,53.0,53.0,50.0,54.0,51.0
383,382,52.0,52.0,55.0,50.0,52.0,51.0,53.0,52.0,54.0,53.0,51.0,51.0,51.0,53.0,55.0,52.0,53.0,53.0,53.0,52.0,51.0,52.0,53.0,52.0,54.0,53.0,53.0,53.0,52.0,54.0,52.0,52.0,53.0,54.0,51.0,52.0,51.0,54.0,52.0,52.0,54.0,52.0,52.0,52.0,51.0,52.0,52.0,53.0,53.0,52.0
384,383,51.0,54.0,53.0,52.0,52.0,52.0,55.0,52.0,52.0,54.0,51.0,51.0,54.0,52.0,53.0,50.0,55.0,50.0,52.0,53.0,53.0,51.0,56.0,50.0,53.0,54.0,53.0,51.0,52.0,51.0,54.0,52.0,54.0,53.0,53.0,52.0,53.0,55.0,51.0,51.0,53.0,53.0,54.0,54.0,54.0,53.0,52.0,52.0,53.0,50.0
385,384,53.0,53.0,53.0,54.0,53.0,53.0,51.0,52.0,52.0,53.0,52.0,54.0,54.0,53.0,54.0,52.0,52.0,54.0,52.0,50.0,52.0,51.0,50.0,52.0,53.0,51.0,53.0,54.0,51.0,52.0,54.0,52.0,54.0,52.0,53.0,53.0,51.0,54.0,51.0,52.0,52.0,53.0,52.0,51.0,50.0,50.0,53.0,51.0,50.0,53.0
386,385,52.0,55.0,53.0,52.0,53.0,53.0,52.0,53.0,53.0,54.0,51.0,53.0,53.0,51.0,54.0,52.0,53.0,53.0,53.0,52.0,53.0,53.0,49.0,52.0,53.0,54.0,53.0,53.0,50.0,53.0,53.0,52.0,52.0,53.0,53.0,54.0,52.0,52.0,51.0,53.0,52.0,51.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,54.0
387,386,51.0,53.0,55.0,54.0,54.0,53.0,54.0,53.0,52.0,54.0,50.0,54.0,51.0,52.0,52.0,51.0,52.0,52.0,53.0,51.0,51.0,54.0,55.0,53.0,52.0,53.0,53.0,52.0,51.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,51.0,50.0,50.0,54.0,51.0,51.0,52.0,53.0,53.0,51.0,51.0,53.0,54.0,51.0
388,387,52.0,52.0,53.0,52.0,50.0,53.0,53.0,51.0,53.0,55.0,52.0,53.0,53.0,53.0,52.0,51.0,53.0,51.0,53.0,51.0,53.0,52.0,53.0,54.0,53.0,52.0,55.0,53.0,52.0,52.0,51.0,52.0,53.0,51.0,54.0,53.0,52.0,53.0,52.0,48.0,53.0,52.0,51.0,53.0,52.0,51.0,52.0,54.0,52.0,52.0
389,388,54.0,53.0,52.0,53.0,52.0,54.0,52.0,52.0,51.0,54.0,52.0,52.0,53.0,52.0,54.0,52.0,52.0,52.0,53.0,53.0,53.0,54.0,51.0,53.0,54.0,54.0,54.0,52.0,52.0,53.0,51.0,54.0,55.0,53.0,54.0,50.0,53.0,54.0,52.0,51.0,53.0,51.0,54.0,51.0,52.0,51.0,53.0,52.0,54.0,53.0
390,389,53.0,52.0,55.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,53.0,50.0,52.0,55.0,50.0,51.0,53.0,53.0,52.0,51.0,52.0,49.0,53.0,52.0,53.0,53.0,50.0,50.0,54.0,54.0,51.0,53.0,51.0,50.0,52.0,52.0,52.0,54.0,51.0,54.0,52.0,52.0,53.0,54.0,52.0,54.0,53.0,52.0,52.0
391,390,51.0,51.0,53.0,53.0,51.0,52.0,54.0,53.0,52.0,55.0,51.0,52.0,51.0,52.0,51.0,52.0,53.0,50.0,52.0,53.0,54.0,51.0,55.0,52.0,52.0,53.0,51.0,53.0,53.0,51.0,53.0,53.0,54.0,53.0,53.0,53.0,52.0,52.0,54.0,51.0,54.0,52.0,53.0,53.0,51.0,51.0,52.0,54.0,53.0,53.0
392,391,53.0,52.0,53.0,54.0,52.0,53.0,53.0,51.0,52.0,53.0,51.0,53.0,50.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,50.0,53.0,51.0,53.0,53.0,53.0,54.0,53.0,51.0,53.0,53.0,52.0,52.0,53.0,53.0,54.0,52.0,51.0,55.0,52.0,54.0,53.0,50.0,53.0,51.0,52.0,53.0,53.0,52.0
393,392,52.0,54.0,55.0,54.0,52.0,53.0,54.0,55.0,55.0,54.0,53.0,51.0,52.0,53.0,54.0,53.0,54.0,52.0,54.0,51.0,53.0,52.0,51.0,53.0,54.0,53.0,51.0,53.0,53.0,54.0,54.0,53.0,52.0,51.0,52.0,52.0,53.0,54.0,53.0,53.0,54.0,52.0,54.0,52.0,53.0,54.0,53.0,53.0,51.0,52.0
394,393,54.0,55.0,54.0,54.0,54.0,53.0,54.0,53.0,53.0,54.0,54.0,51.0,53.0,53.0,52.0,54.0,54.0,53.0,53.0,51.0,51.0,52.0,52.0,53.0,53.0,56.0,55.0,52.0,54.0,53.0,53.0,54.0,54.0,51.0,55.0,55.0,51.0,53.0,53.0,52.0,52.0,51.0,51.0,52.0,54.0,52.0,53.0,51.0,55.0,52.0
395,394,53.0,53.0,52.0,54.0,53.0,52.0,52.0,50.0,53.0,54.0,50.0,53.0,52.0,52.0,53.0,53.0,50.0,53.0,54.0,52.0,51.0,51.0,55.0,52.0,54.0,52.0,54.0,52.0,54.0,52.0,54.0,53.0,53.0,51.0,55.0,54.0,52.0,53.0,51.0,52.0,53.0,52.0,52.0,52.0,54.0,51.0,52.0,50.0,53.0,52.0
396,395,51.0,53.0,52.0,52.0,53.0,49.0,52.0,54.0,53.0,53.0,53.0,54.0,52.0,52.0,55.0,52.0,53.0,55.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,54.0,52.0,52.0,54.0,51.0,54.0,53.0,52.0,54.0,54.0,53.0,49.0,54.0,54.0,53.0,52.0,52.0,52.0,53.0,54.0,52.0,51.0,52.0,53.0,54.0
397,396,52.0,53.0,53.0,54.0,53.0,53.0,53.0,52.0,52.0,55.0,51.0,54.0,52.0,55.0,54.0,53.0,53.0,52.0,53.0,53.0,50.0,52.0,51.0,52.0,52.0,52.0,54.0,54.0,52.0,51.0,53.0,52.0,53.0,50.0,54.0,52.0,53.0,53.0,52.0,53.0,52.0,50.0,52.0,53.0,53.0,51.0,51.0,54.0,53.0,52.0
398,397,50.0,54.0,55.0,53.0,53.0,54.0,52.0,52.0,54.0,53.0,53.0,52.0,53.0,52.0,50.0,53.0,53.0,52.0,52.0,51.0,51.0,54.0,53.0,50.0,55.0,53.0,52.0,50.0,51.0,53.0,54.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,55.0,49.0,52.0,53.0,52.0,51.0,53.0,52.0,50.0,52.0
399,398,52.0,53.0,54.0,55.0,53.0,53.0,52.0,52.0,52.0,54.0,53.0,52.0,51.0,54.0,54.0,53.0,53.0,53.0,51.0,53.0,51.0,51.0,55.0,51.0,53.0,53.0,54.0,50.0,54.0,52.0,51.0,51.0,53.0,53.0,54.0,52.0,51.0,53.0,50.0,53.0,52.0,52.0,54.0,54.0,54.0,53.0,53.0,52.0,53.0,52.0
400,399,53.0,51.0,52.0,53.0,54.0,52.0,53.0,52.0,53.0,54.0,53.0,54.0,51.0,51.0,53.0,51.0,53.0,54.0,53.0,53.0,53.0,51.0,51.0,52.0,54.0,51.0,53.0,52.0,53.0,53.0,55.0,50.0,53.0,54.0,52.0,55.0,48.0,52.0,52.0,51.0,54.0,54.0,53.0,52.0,52.0,52.0,53.0,50.0,53.0,51.0
401,400,51.0,54.0,54.0,53.0,53.0,52.0,54.0,53.0,51.0,54.0,53.0,52.0,54.0,50.0,54.0,54.0,52.0,53.0,52.0,53.0,52.0,50.0,51.0,50.0,54.0,54.0,53.0,51.0,54.0,52.0,52.0,50.0,53.0,51.0,53.0,53.0,54.0,54.0,53.0,53.0,53.0,54.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0
402,401,53.0,56.0,54.0,51.0,52.0,51.0,53.0,52.0,53.0,53.0,53.0,52.0,51.0,52.0,54.0,52.0,53.0,53.0,54.0,52.0,51.0,53.0,53.0,53.0,53.0,51.0,54.0,54.0,53.0,53.0,51.0,54.0,53.0,51.0,52.0,53.0,51.0,52.0,53.0,52.0,52.0,55.0,55.0,51.0,52.0,51.0,53.0,53.0,53.0,52.0
403,402,52.0,51.0,52.0,53.0,53.0,54.0,53.0,52.0,53.0,52.0,54.0,54.0,52.0,53.0,53.0,52.0,53.0,53.0,53.0,50.0,52.0,52.0,53.0,53.0,53.0,51.0,54.0,52.0,52.0,51.0,53.0,52.0,54.0,52.0,53.0,52.0,50.0,50.0,51.0,51.0,52.0,54.0,53.0,53.0,54.0,53.0,51.0,53.0,53.0,53.0
404,403,52.0,53.0,52.0,55.0,55.0,52.0,52.0,54.0,53.0,55.0,52.0,52.0,53.0,54.0,54.0,52.0,52.0,52.0,53.0,52.0,51.0,52.0,51.0,52.0,55.0,52.0,54.0,52.0,51.0,52.0,53.0,52.0,54.0,53.0,52.0,52.0,53.0,54.0,51.0,53.0,52.0,53.0,55.0,52.0,53.0,52.0,53.0,52.0,52.0,51.0
405,404,53.0,52.0,54.0,52.0,52.0,51.0,54.0,53.0,54.0,52.0,53.0,53.0,54.0,52.0,54.0,52.0,52.0,55.0,53.0,51.0,50.0,52.0,49.0,51.0,53.0,52.0,51.0,51.0,51.0,51.0,54.0,53.0,52.0,51.0,54.0,52.0,52.0,52.0,51.0,53.0,52.0,50.0,55.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0
406,405,52.0,54.0,53.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,51.0,52.0,52.0,52.0,51.0,52.0,50.0,54.0,51.0,53.0,52.0,53.0,54.0,52.0,51.0,52.0,50.0,53.0,53.0,54.0,52.0,51.0,53.0,52.0,51.0,53.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0
407,406,50.0,52.0,52.0,53.0,51.0,52.0,52.0,51.0,52.0,54.0,54.0,53.0,50.0,53.0,54.0,51.0,51.0,51.0,53.0,50.0,51.0,52.0,52.0,53.0,54.0,55.0,53.0,53.0,53.0,53.0,53.0,51.0,52.0,52.0,54.0,51.0,51.0,52.0,52.0,50.0,53.0,52.0,53.0,51.0,53.0,52.0,51.0,53.0,52.0,51.0
408,407,52.0,51.0,56.0,52.0,53.0,51.0,53.0,52.0,52.0,55.0,52.0,50.0,52.0,54.0,54.0,53.0,53.0,52.0,51.0,52.0,54.0,53.0,49.0,52.0,54.0,53.0,52.0,52.0,51.0,52.0,54.0,53.0,53.0,52.0,53.0,54.0,54.0,54.0,52.0,52.0,53.0,51.0,54.0,54.0,53.0,53.0,52.0,52.0,53.0,53.0
409,408,52.0,53.0,55.0,53.0,53.0,51.0,53.0,52.0,53.0,53.0,53.0,51.0,54.0,53.0,53.0,52.0,50.0,50.0,53.0,52.0,51.0,53.0,52.0,50.0,52.0,53.0,54.0,52.0,55.0,52.0,52.0,54.0,54.0,53.0,54.0,52.0,54.0,55.0,54.0,57.0,54.0,52.0,55.0,53.0,54.0,52.0,52.0,51.0,53.0,52.0
410,409,52.0,53.0,54.0,52.0,53.0,53.0,53.0,53.0,54.0,52.0,53.0,55.0,54.0,53.0,53.0,52.0,54.0,52.0,53.0,52.0,52.0,51.0,52.0,53.0,52.0,51.0,54.0,53.0,50.0,52.0,52.0,54.0,53.0,52.0,52.0,53.0,51.0,51.0,50.0,50.0,51.0,52.0,54.0,51.0,53.0,52.0,52.0,52.0,52.0,52.0
411,410,52.0,52.0,54.0,51.0,52.0,52.0,53.0,54.0,52.0,55.0,51.0,53.0,52.0,53.0,52.0,53.0,53.0,54.0,53.0,52.0,50.0,51.0,51.0,54.0,53.0,53.0,54.0,52.0,53.0,51.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,51.0,54.0,54.0,52.0,52.0,51.0,51.0,53.0,55.0
412,411,53.0,50.0,53.0,51.0,52.0,54.0,52.0,53.0,53.0,54.0,52.0,51.0,53.0,53.0,52.0,52.0,53.0,52.0,52.0,53.0,51.0,52.0,51.0,53.0,52.0,53.0,55.0,54.0,52.0,53.0,56.0,52.0,53.0,54.0,54.0,53.0,53.0,54.0,53.0,57.0,53.0,52.0,55.0,52.0,51.0,51.0,53.0,52.0,55.0,53.0
413,412,53.0,52.0,53.0,52.0,52.0,54.0,54.0,53.0,54.0,56.0,53.0,53.0,54.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,52.0,51.0,53.0,53.0,53.0,51.0,53.0,53.0,51.0,53.0,55.0,54.0,53.0,52.0,54.0,52.0,55.0,53.0,52.0,51.0,53.0,53.0,53.0,53.0,53.0,51.0,52.0,54.0,51.0,52.0
414,413,52.0,55.0,54.0,51.0,54.0,53.0,53.0,52.0,53.0,55.0,52.0,53.0,51.0,53.0,53.0,54.0,53.0,52.0,53.0,53.0,53.0,49.0,54.0,53.0,52.0,52.0,53.0,52.0,51.0,52.0,52.0,51.0,54.0,52.0,53.0,55.0,53.0,53.0,52.0,52.0,53.0,51.0,54.0,54.0,53.0,52.0,54.0,53.0,52.0,53.0
